Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Cameroon,CMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.05061358418,0.05157704554,0.05178852609,0.05257683199,0.05766458466,0.05205613334,0.05622224143,0.07298101514,0.07861327602,0.08666825544,0.09423439813,0.1166246717,0.1207877524,0.1226024083,0.1295432065,0.1501821143,0.1372907846,0.1912359059,0.2376277741,0.210964199,0.43722594,0.5806688645,0.6691437855,0.6744344615,0.601530825,0.623818598,0.1874369829,0.1682001067,0.1944700421,0.6519055473,0.1440021792,0.08938642002,0.2965868883,0.2959975245,0.2817890955,0.3132708643,0.3214377038,0.2186245769,0.2123703473,0.1985452212,0.2154930843,0.2092626355,0.2036805294,0.2204213457,0.2239522275,0.2039132898,0.2076317884,0.3058059765,0.2833104536,0.3324582274,0.3257273466,0.2680917929,,,,
"Congo, Rep.",COG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.2206898117,0.2574036074,0.2232601575,0.2140333533,0.2376092001,0.2121840738,0.2587685584,0.2636316921,0.3581993186,0.3875971444,0.4284744849,0.4982811227,0.4676422615,0.8340625879,1.075900734,0.7068207139,0.7707019756,0.2909376223,0.1898456331,0.1990817546,0.2259198041,0.2549559635,0.7043065732,0.581473026,0.5630897833,0.6142030708,0.4980548688,0.6011459031,0.6628975256,0.6485405936,0.4978522645,0.5163471251,0.6255273058,0.5980720612,0.8109023368,0.5753949341,0.6138109942,0.8154169036,0.2632580779,0.2709156987,0.3373017902,0.2407133051,0.1767708046,0.2751710608,0.2783083943,0.3538154644,0.3102803505,0.3266648097,0.3415594096,0.4315989274,0.4734722256,0.5380983786,,,,
Colombia,COL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.995718607,1.072742918,1.11098569,1.178780737,1.168263519,1.195438989,1.19168653,1.216834769,1.27261456,1.305148707,1.287534856,1.341150986,1.360066658,1.423460807,1.50691023,1.449945791,1.504107306,1.519168331,1.572806523,1.638778565,1.59911255,1.566771773,1.581777555,1.665689867,1.613838111,1.56001615,1.55040957,1.561896635,1.590434763,1.583188771,1.673025884,1.635914748,1.744983272,1.768803766,1.8350167,1.592181263,1.590776062,1.679619098,1.681617087,1.419215476,1.433620205,1.372902655,1.33889957,1.362245036,1.28898988,1.407985319,1.435823423,1.406899642,1.451147307,1.484764251,1.711390678,1.560629099,,,,
Comoros,COM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.05828900239,0.05734824947,0.05642695938,0.05550314069,0.05455086406,0.07140770744,0.08750286347,0.08566235902,0.08380028703,0.08198847198,0.1284171544,0.1258380697,0.1233657279,0.1207864128,0.117852652,0.1287625483,0.1520808041,0.1464159189,0.1023647599,0.07389048411,0.154516106,0.1495987874,0.1451812825,0.1410998274,0.1371637874,0.1537616464,0.1393376995,0.1545671766,0.1593805688,0.1546861934,0.1854946717,0.18010974,0.1749157301,0.1699228576,0.1651415692,0.1682201287,0.1338921131,0.1303114358,0.1409896574,0.1511006557,0.1539923607,0.1567303326,0.1593161959,0.1679541985,0.1700302549,0.1778278524,0.1909250979,0.1806949141,0.1818582116,0.1774758193,0.1889408111,0.2202334728,,,,
Cabo Verde,CPV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.1087506673,0.1068276056,0.08695095463,0.067621581,0.131049702,0.1109161852,0.09176485309,0.07371358043,0.1139359479,0.1384374351,0.1357157926,0.1342962722,0.1875100443,0.2281716329,0.2422158534,0.2825167385,0.2680310644,0.2928499087,0.7514560384,0.8856386852,0.4237094668,0.1136357376,0.1238554266,0.1213539219,0.27361144,0.2686224425,0.1838319845,0.249015347,0.2230121541,0.2411973463,0.2578943667,0.2624339442,0.2864260349,0.2786905269,0.2904454765,0.2921116467,0.3487940166,0.3489781725,0.366801307,0.4012072369,0.4262622026,0.4672308693,0.5395062759,0.546869833,0.5629689649,0.6186106144,0.6440529832,0.7695489925,0.5911777837,0.6253911764,0.5982311641,0.8590614328,,,,
Costa Rica,CRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.3686140422,0.3555762996,0.3839568109,0.4051082106,0.4389802444,0.5328785091,0.6051416737,0.5171459913,0.5940688202,0.6382480266,0.6763293098,0.8055027323,0.905898057,1.025274785,0.9321757154,0.9720808044,0.9698028159,1.184281843,1.289674175,1.200947433,1.031354253,0.9174496674,0.8276033719,0.812707824,0.7527645227,0.8300418536,0.9308282869,0.9600900211,0.9987685766,0.9850888702,0.9546536589,1.050797725,1.163997258,1.1831847,1.538223226,1.385990587,1.320299561,1.354192887,1.411369579,1.434891295,1.394701499,1.441367344,1.556793302,1.605990591,1.655258048,1.616889089,1.647634719,1.85890149,1.880064504,1.693682921,1.665177867,1.704974495,,,,
Caribbean small states,CSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.402640778,2.061488042,2.703874757,1.349137365,2.359684452,2.598216746,2.526443802,2.97559786,2.940425169,3.081349133,4.29292692,5.072393753,5.116226028,6.06101928,5.758080648,6.098520354,6.638567199,7.292729028,6.932601354,6.937333404,7.098712306,5.887380304,5.647432802,5.053198444,5.041726847,5.525586314,4.783764757,4.986687345,4.611632843,5.050166933,5.367885842,6.094622091,5.987489229,5.338671191,5.832355731,6.181267809,6.325386,5.923377575,5.846830975,6.412988877,6.617365659,6.852068369,7.029122882,7.172951984,7.632204092,7.365015007,10.04397244,10.53809135,9.97153272,9.758620381,10.00450459,9.692960268,,,,
Cuba,CUB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.91845183,1.671064667,1.90181472,1.711635275,1.835583986,1.837205769,1.872286765,1.905932767,1.905998327,2.01567021,2.142524437,2.21054512,2.304546808,2.440923225,2.459528021,2.867646842,2.852372544,3.051685697,3.160115444,3.243457618,3.192674723,3.313360115,3.481308771,3.094608534,3.254776725,3.230949153,3.301310445,3.306246029,3.433435911,3.408183015,3.165197359,2.780703726,2.923482748,2.72098649,2.9711882,2.357346768,2.464220658,2.240782566,2.218752437,2.286144333,2.346304827,2.282447286,2.332747256,2.272494018,2.224533836,2.309408038,2.430747165,2.374571685,2.696438401,2.646355786,3.392291813,3.172315091,,,,
Curacao,CUW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,
Cayman Islands,CYM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.39837295,1.370670321,1.351142225,1.337019932,1.325581395,1.314179907,2.171878702,1.72200047,2.548887859,4.982901144,4.010279965,4.591881457,5.426161586,5.440148354,4.785540282,4.794247426,5.351228879,5.299132948,6.502216463,6.172201722,10.20879733,9.388568026,9.507115285,9.622522472,10.08558486,10.06217965,10.13883677,10.13695357,10.08713785,10.95041218,10.11727778,10.49273206,11.37489964,11.64655172,12.2009649,11.57805001,11.59093484,11.43490842,11.27052091,10.59294147,10.9081924,10.49721818,10.4907246,10.43571863,9.768536333,9.879624869,9.675461741,11.32581585,11.22444969,10.33528599,10.17344935,10.30493107,,,,
Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.548907456,1.501421768,1.567877983,1.706874057,1.730108584,1.981919924,2.123850397,2.306975769,2.714294785,2.758794094,2.778849742,3.035850272,3.830496815,3.937739821,2.997151019,3.047579472,3.747721003,4.011215155,4.172170302,4.416493508,4.681349448,4.421643042,4.48493952,4.464387083,4.561958502,4.408573057,4.977944521,5.697846222,5.606477867,5.78090053,6.070122918,6.054400374,6.590579022,6.69972912,6.732450912,6.490424824,6.601260126,6.607518751,7.038876041,6.997282524,7.261794131,7.120558679,7.166472936,7.762732054,7.219733281,7.265914897,7.429896031,7.702824917,7.929771311,7.438338502,6.983907546,6.735375823,,,,
Czech Republic,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13.43792539,12.87869897,12.19839007,11.97329435,12.16356186,12.37881467,11.89683587,10.88490528,12.06079797,12.09291775,11.7242835,11.93843632,11.40725261,11.76245004,11.93120143,11.97429552,11.24012897,10.30516177,10.61336839,10.43108813,,,,
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.62264617,11.06332025,10.81424893,10.62839192,10.57946663,10.8602336,10.5111126,10.42527316,10.01775877,10.09563988,10.3662867,10.04711428,9.976374478,9.909703421,9.667572788,9.782471109,9.489020532,9.525658763,8.803954839,9.179816838,8.917832846,,,,
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.4822923143,0.4972259574,0.5060615711,0.6559798056,0.7839548632,1.05260823,1.134111404,0.6697563983,0.8615273991,0.5626822157,0.872728867,0.9526362402,1.064013571,0.9430396356,0.9473281438,0.8832912544,0.7964717097,0.7132647989,0.6543688942,1.079639201,0.9704841765,0.8025290712,0.9054485722,0.8866324941,0.870097803,0.8486220984,0.837348249,0.8005148641,0.6797670783,0.7087131583,0.6419599698,0.6244983043,0.6257250069,0.6367763585,0.6206857287,0.6046248843,0.6046283285,0.534825653,0.5619271442,0.5934057739,0.5024247054,0.4445829383,0.5460219811,0.5670198875,0.5350188369,0.54175456,0.5298723225,0.5780517922,0.6159683513,0.5633992077,0.6223468408,0.5619409315,,,,
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.1833011197,0.1802408454,0.1774812855,0.233121424,0.229470753,0.2255296903,0.2212201191,0.3250790461,0.3186755888,0.2611376973,0.3611486296,0.3586759076,0.3578209292,0.35778103,0.408516801,0.40693013,0.4038101531,0.3496614949,0.3457616617,0.4404922387,0.4869013318,0.4864943749,0.5366246275,0.5396254181,0.5929259584,0.6473519826,0.6528038343,0.6587303781,0.7666950086,0.8235591365,0.827205053,0.8281274259,0.8266223337,0.875486272,0.9761951466,1.130410414,1.030837995,1.140171858,1.09548332,1.154101456,1.473557313,1.631883434,1.470876429,1.622612692,1.564308567,1.611479686,1.556231433,2.123695176,1.81071091,1.807803366,1.906487557,1.746141565,,,,
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.502683093,6.881260155,7.945107361,8.6898313,9.146392939,9.316576004,10.44901166,10.14930055,10.96131479,12.14297486,12.59965647,11.49722715,11.9488346,11.80161179,10.91676863,11.02376646,11.85490289,12.15458515,11.97392623,12.31219662,11.78401383,10.11194239,10.49196453,9.810842233,9.950133216,11.74744309,11.50329653,11.37930503,10.74325063,9.505090019,9.770698699,11.69331148,10.5045545,10.99825503,11.7169489,10.92454083,13.71465193,11.64768852,11.22730415,10.36266364,9.613175554,9.875092348,9.68193193,10.38827349,9.362701019,8.690076931,10.11291416,9.20201511,8.547356106,8.05955954,8.394657734,7.248328717,,,,
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.3161553339,0.3025063272,0.3530291292,0.3436589286,0.4654541478,0.3989412604,0.4178941399,0.3804691612,0.5530664989,0.6066896767,0.6905479186,0.7609372173,0.9822455559,1.220224128,1.278471377,1.231130923,1.199249459,1.037382663,0.982978685,1.199736255,1.111600233,1.037738633,1.043006237,1.273301381,1.171994901,1.124028931,1.234591817,1.441945841,1.424662705,1.471914996,1.284840456,1.371066238,1.46266565,1.545528895,1.609061051,2.012746914,2.157968488,2.205103244,2.217515361,2.202170904,2.311300988,2.278507374,2.415109633,2.399070827,2.011351976,2.017778603,2.103236007,2.241251046,2.222311005,2.103476066,2.158413689,2.182907888,,,,
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.5537635781,0.5318099943,0.4849536601,0.4528244583,0.4595689174,0.5224485274,0.6494806078,0.6321184269,0.6592625511,0.7972056435,1.036082667,1.247898294,1.843623714,2.424182387,1.963829943,1.916994263,2.278671101,2.368082096,3.43337072,2.43173222,3.439876556,2.328502978,1.908557235,2.479009,3.247629232,3.22549764,3.281974148,3.517073769,3.413726487,3.169213147,3.045837153,3.05865541,3.014447082,2.961739082,3.049884255,3.298667223,3.302462522,2.950878349,3.529699396,2.994118743,2.819778007,2.668327798,2.840027912,2.856410052,2.727017138,3.220154559,2.990267154,3.189978037,3.205182841,3.428471639,3.309911831,3.316037892,,,,
East Asia & Pacific (developing only),EAP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.9527286724,0.6966314498,0.5625535334,0.5455139512,0.5398322566,0.5729734901,0.6150923065,0.5205133411,0.5539697934,0.6506879408,0.8207233661,0.898985472,0.9295073232,0.9514761549,0.9447499895,1.060785761,1.091955398,1.18509099,1.296527028,1.308068683,1.270975986,1.243633388,1.320264043,1.369746643,1.453211597,1.546488953,1.596273433,1.672429145,1.763341193,1.767514163,1.803358859,1.888599284,1.958331171,2.073591644,2.171724479,2.337506714,2.427823689,2.432017013,2.264600245,2.261668536,2.321837218,2.379628865,2.487427216,2.945471697,3.363691065,3.617487768,3.920063514,4.11407404,4.252016257,4.591647887,4.867541173,5.302444925,,,,
East Asia & Pacific (all income levels),EAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.162002504,0.9966520263,0.8958385665,0.9146913149,0.9428716824,0.9992162383,1.056038157,1.040048038,1.126023275,1.281289625,1.530650525,1.609361272,1.672818721,1.743603931,1.721536862,1.783524108,1.843972711,1.951087456,2.039201821,2.087861495,2.051480023,2.00055369,2.042487087,2.071399652,2.182652201,2.250591086,2.29171676,2.358752393,2.506293751,2.544364499,2.600990857,2.679786658,2.767746659,2.885520014,3.01405484,3.167558787,3.280326484,3.302110568,3.091376242,3.122631227,3.207972491,3.244573817,3.356890746,3.762140902,4.152742769,4.35689446,4.625686814,4.815501068,4.917487218,5.159271497,5.453788529,5.859494917,,,,
Europe & Central Asia (developing only),ECA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.917089761,6.212873315,5.457258916,5.313852223,5.105853555,4.684558152,4.620089701,4.497894504,4.584423378,4.623433635,4.674349587,4.899640598,4.971033335,4.989008505,5.251209518,5.422232561,5.424754351,4.87595863,5.240156687,5.425461886,,,,
Europe & Central Asia (all income levels),ECS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.93483505,8.478496191,7.937326135,7.855476952,7.901444146,7.590763558,7.564989627,7.502965811,7.559956863,7.656507231,7.620930826,7.812887965,7.825681839,7.806656391,7.972104688,7.934390463,7.886436304,7.230090167,7.616677018,7.546629526,,,,
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.388033962,0.3520489611,0.325336409,0.3627222692,0.4206701873,0.4337438001,0.447716962,0.465781971,0.5438841454,0.609111227,0.7053177264,0.6760278843,0.7147239717,0.7958578119,0.8959551823,1.053803042,1.129816577,1.01493199,1.376828541,1.565373826,1.685364252,2.039812816,2.298173404,2.272324509,2.409135417,2.148074553,1.647458051,1.59040026,1.773411291,2.031345804,1.647588271,1.576030103,2.083259992,2.208664986,1.218023689,1.993991124,2.044810707,1.532607278,1.82748771,1.715686519,1.658318708,1.824262709,1.88875499,1.995802056,2.121270026,2.177469736,2.066175813,2.203997908,2.064521305,2.355257087,2.293303404,2.354017387,,,,
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.5930071874,0.6144631207,0.6510810416,0.7350830375,0.8480843509,0.8953409813,0.8390076168,0.6062601511,0.6887974432,0.5786289424,0.6230253048,0.6480987209,0.7027494567,0.6422999693,0.6908186885,0.8051858138,0.8737767324,0.9377817956,0.9513391787,1.014795327,1.043123042,1.146465345,1.239259047,1.219716142,1.328271941,1.294974343,1.469309199,1.433869292,1.39005973,1.311529011,1.346582307,1.364466228,1.379185401,1.54980851,1.392341946,1.533179998,1.604365105,1.670958138,1.854342271,1.868390547,2.068140433,1.80246891,1.793764997,2.048004318,2.050540499,2.231160223,2.341757815,2.491357004,2.491853031,2.462249164,2.494817067,2.635115225,,,,
Euro area,EMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.251980961,4.445012703,4.794909715,5.216053079,5.413363328,5.592186264,5.767321547,6.08898121,6.453633936,6.814663276,7.410530415,7.679496724,8.152577621,8.69785402,8.596541568,8.073343033,8.817052242,8.527172568,8.863413653,9.261144772,9.052021828,8.48029081,8.084388707,7.85431096,7.831721174,7.897233614,7.720035934,7.87510299,7.830167114,8.358666447,8.240197266,8.465131822,8.210257196,8.01167994,7.951697928,8.071481379,8.263602561,8.140269181,8.289003065,8.177213257,8.195651093,8.363754881,8.314404139,8.414653166,8.43476886,8.337775227,8.261104873,8.133510813,7.915140743,7.312178705,7.421522161,7.132870678,,,,
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.07105977342,0.09271529458,0.1064857344,0.1619475117,0.1769094521,0.1806953817,0.1721909868,0.1725644226,0.1597069789,0.1848244887,0.1894410717,0.1828568552,0.1303423906,0.1314903959,0.09206939105,0.1117610806,0.1094705292,0.1087183646,,,,
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.606592711,1.74622172,1.935781533,1.879509312,2.037725257,2.225610193,2.407735709,2.647227559,2.93409754,2.897101868,3.457969859,3.763558021,4.203327913,4.462383496,4.925482397,5.11233151,5.521604916,5.379805252,5.437472164,5.476873749,5.742764043,5.492451569,5.532179658,5.373948129,5.197505001,5.237900974,4.942639092,4.941089809,5.140885817,5.843344438,5.626634657,5.794547705,5.987588918,5.594716862,5.939807762,6.134287753,5.909733061,6.368314307,6.584444749,7.071918993,7.312740021,7.307637297,7.591280782,7.611166445,7.908050681,8.097058048,7.88419571,7.920890716,7.16545181,6.216973378,5.815786526,5.790764234,,,,
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14.99960342,12.57079313,12.53161748,11.71339604,13.28891617,13.11388068,11.90979515,11.07308528,10.86724625,11.23520097,10.82806467,12.43984913,12.63554732,12.38596224,12.02085298,14.05608572,13.08183443,11.04896311,13.77319664,14.04988252,,,,
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.01589221866,0.01504252258,0.01705483635,0.01771990511,0.0166839195,0.02580169445,0.03217773631,0.0408827808,0.06409825863,0.0603351344,0.05820225438,0.06331888928,0.04672731617,0.05649042397,0.05456418013,0.03715579627,0.03551435943,0.03120001269,0.04027370986,0.05346249871,0.05171680887,0.05171325474,0.03992151124,0.04821043082,0.04215422471,0.04451552711,0.05261330166,0.05938704841,0.05952616536,0.06088816625,0.06279907395,0.05995658892,0.05748921337,0.05663908844,0.05325001752,0.03747901759,0.06337566461,0.0701564462,0.08011459928,0.07845258511,0.08758599379,0.06299938497,0.0636596039,0.06829527273,0.07038012307,0.0659604424,0.06883570884,0.07312062182,0.07666838052,0.07690623181,0.07559157009,0.08394311665,,,,
European Union,EUU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.762829217,5.922975884,6.210078203,6.574755558,6.791062779,6.963058906,7.1168493,7.225457954,7.593186316,8.007198526,8.491740222,8.657663022,8.945422476,9.347465766,9.161499063,8.94291343,9.483470537,9.409139134,9.676607436,10.05016605,9.731829628,9.153993848,8.927862592,8.779444804,8.701472082,8.903770755,8.858157197,9.000877143,8.854264115,9.076781015,8.53921732,8.581392294,8.303227016,8.162385275,8.036415163,8.13877987,8.354931861,8.147582842,8.160904825,7.992022892,8.004660398,8.161266255,8.075962549,8.209904095,8.197955237,8.131635888,8.137409525,8.009898015,7.812176202,7.180345099,7.353865455,7.070053992,,,,
Fragile and conflict affected situations,FCS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.2744300386,0.2645629808,0.2810539701,0.2814521026,0.2852283107,0.3758039978,0.4601903476,0.4997962399,0.6661055295,0.6939600786,0.6679822864,0.6470273499,0.5852998958,0.5942628854,0.5678275718,0.5750849415,0.7116375379,0.6788991511,0.6645401415,0.7842386465,0.7273205365,0.6730220895,0.6542037653,0.7107798277,0.723332755,0.7519809956,0.7706283469,0.8009287865,0.8804416368,0.872108257,0.7587183992,0.7660155997,0.8008858533,0.7878433362,0.8382427764,0.8255327327,0.7929095006,0.786281686,0.8074040139,0.8046150582,0.7972588115,0.8170661916,0.7780849628,0.8264921203,0.8879346934,0.8740313699,0.8304098906,0.7519490735,0.831165542,0.8655395214,0.8801630931,0.8586288462,,,,
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.409846728,3.348877215,3.742567366,4.279630907,5.024189944,5.549837063,6.444050245,6.213386589,7.200890139,8.20434233,8.769643882,8.799132244,9.51830728,10.58429033,9.9520677,9.785017744,10.85124292,10.59729975,10.92339046,11.40345731,12.18667255,10.73140319,8.925664185,8.562246655,8.65558094,10.13132618,10.84333288,11.68994386,10.54993985,10.59243558,10.37716896,10.71047721,9.415521088,9.948375064,11.24602792,10.32014335,11.95863616,11.66057821,11.05828449,10.7295164,10.12847414,10.9967421,11.86067583,13.26109694,12.83267498,10.41643805,12.57063845,12.09848186,10.65165217,9.958628519,11.53084023,10.1640461,,,,
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.4940503275,0.4142973631,0.5479937188,0.55483164,0.9443225915,0.743069388,0.6774645256,0.7290243508,0.7938390858,0.8490108092,1.000355408,1.0347046,1.067380727,1.13826702,1.186907706,1.08116311,0.8238724271,1.281057671,1.167474087,1.35106614,1.252627287,1.661807155,1.256731558,1.04329804,0.8324975798,0.8141297215,0.8420523055,0.660514739,0.7659471752,0.8704155534,1.122305545,0.9174118828,0.9702699944,1.010214245,1.068012684,1.120672136,1.140563355,0.9296318765,0.8797347041,0.9957581829,1.066799142,1.369132232,1.024991081,1.055250506,1.384610591,1.659881726,1.644275372,1.440917951,1.278570124,0.9943922315,1.505259596,1.424813248,,,,
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.793507945,5.927130464,6.207578239,6.844149785,6.982957004,7.033701955,6.874765083,7.30642216,7.501194027,8.00297878,8.436868233,8.81155982,9.07734214,9.666680526,9.262230669,8.237752775,9.27004864,8.780463816,9.20614423,9.598217534,9.131853937,8.180155178,7.821404774,7.52548753,7.177923254,7.058284444,6.749452533,6.56706621,6.435519509,6.714180737,6.419668186,6.670624392,6.216012937,6.088322359,5.698798649,5.86337915,6.280524233,5.861894899,6.344928499,6.173259953,5.976826414,6.212048122,6.131021892,6.206664599,6.194114409,6.181610461,5.995893723,5.856547408,5.774521922,5.511405389,5.496706655,5.185043424,,,,
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.712251211,3.273164411,3.338093477,3.507116737,3.366466366,3.731237797,3.786164547,4.527403511,4.861074288,5.572948328,6.652240392,6.678731755,5.962601626,6.368402507,7.495612723,8.595450171,8.054620003,9.820662533,9.528989653,11.31150513,9.804812834,10.10216029,10.39281261,10.92028839,11.02393952,11.27938482,10.56704157,10.5672755,11.04957208,12.04419499,12.97890945,12.50797996,12.99126122,14.66767763,13.15515695,15.63291685,13.80916948,13.35943509,13.97695342,13.91559801,14.82859048,16.22428316,15.45561831,15.64603029,15.93254059,14.94505244,13.98608391,14.18539476,12.97012071,11.8429021,12.9866782,11.72121175,,,,
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.7097026893,0.7453527477,1.088453547,1.26295262,1.642399925,1.371058953,1.373202516,1.376307764,1.139484736,1.179769114,1.360991625,1.158310361,1.622550764,1.167845665,1.240335923,,,,
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.2644529427,0.3272977186,0.1726303731,0.1420574506,0.3640445749,0.4062875578,0.7029021568,1.827444933,3.466904527,2.480128487,3.529552514,4.728986562,4.467655257,8.506676806,8.56417759,8.262784373,8.601600846,9.302746374,10.88381165,9.492897136,9.09753348,8.794800112,8.549847627,7.01234535,7.419420905,7.61150404,5.824804024,4.58752938,4.808124037,6.228749212,5.086910316,1.510654719,2.120775673,3.182178254,3.166029519,3.550727186,3.170736914,3.100079732,1.391011445,1.195483744,0.854557841,1.413926145,1.37954238,1.093345462,1.374250106,1.57828952,1.478335179,1.381898977,1.39589453,1.423082894,1.455445622,1.418165749,,,,
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.15075916,11.15413892,11.14292839,11.25485346,11.26583889,11.45615951,11.31896078,10.78410455,10.99348823,11.34267041,11.7323973,11.82303629,11.56235418,11.74552694,10.98359286,10.73605364,10.65454202,10.76186851,10.76729499,11.46539104,10.28675704,9.955296648,9.740461658,9.687798405,9.381702909,9.900139784,10.03463939,10.06774667,10.02074396,10.19193063,9.710497347,9.870362031,9.659401562,9.452091001,9.446118546,9.2723181,9.474872432,9.037187368,9.093651543,9.04651127,9.199798297,9.233237014,8.877934874,9.028317864,8.987428516,8.981481479,8.8973241,8.615489319,8.4377732,7.598999603,7.841653312,7.085732086,,,,
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.146690058,2.026478386,1.25134791,0.4864545839,0.8809824311,0.9791398182,1.105665099,0.9759449747,1.026657085,0.8594008754,0.7776699564,0.8773176006,1.018467138,1.209497375,1.486837282,1.572983097,1.592369727,1.576312217,1.663506623,2.046895742,,,,
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.2199444251,0.195992162,0.2023575594,0.2359835759,0.2196309311,0.221145789,0.1826298899,0.1856837443,0.2145508447,0.2013120574,0.3054064237,0.2600510939,0.2668428455,0.2647268038,0.3058289638,0.2793681964,0.2429186456,0.2947306884,0.2868581649,0.2519792394,0.2369524233,0.2740946614,0.2649356134,0.3073525888,0.2096932167,0.2615529058,0.2325460023,0.2437343574,0.2490974797,0.2349766833,0.2687280647,0.2688806744,0.2647469122,0.2932264068,0.3103833912,0.3237970834,0.3353205336,0.3640161532,0.3563125306,0.3562396781,0.3340720852,0.3586451381,0.375072777,0.3758127643,0.352614883,0.3269344502,0.4263042305,0.4362367771,0.3953190872,0.3250529537,0.4154410522,0.4043797977,,,,
